PKM,"Geschirrspüler »GSP12-6ESL«, silber","{""Anzahl Maßgedecke"": "": 12"", ""Maße"": "": 60 x 59,8 x 84,5 cm""}",-63%,N/A,249.00,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcp744683ff7dad4366b83e54ae135851c3.jpg"", ""https://www.lidl.de/assets/gcp689cd81064dd4035b528155fc1d42bb6.jpg"", ""https://www.lidl.de/assets/gcp63a58d5b9dbe475ab0290c71730319dd.jpg"", ""https://www.lidl.de/assets/gcp744683ff7dad4366b83e54ae135851c3.jpg"", ""https://www.lidl.de/assets/gcp689cd81064dd4035b528155fc1d42bb6.jpg"", ""https://www.lidl.de/assets/gcp63a58d5b9dbe475ab0290c71730319dd.jpg"", ""https://www.lidl.de/assets/gcp744683ff7dad4366b83e54ae135851c3.jpg"", ""https://www.lidl.de/assets/gcp689cd81064dd4035b528155fc1d42bb6.jpg"", ""https://www.lidl.de/assets/gcp63a58d5b9dbe475ab0290c71730319dd.jpg""]}",Haushalt & Küche
Eisl,Küchenarmatur »LEON« mit 360° Schwenkbereich,"{""Merkmal"": ""2-fach verstellbare Geschirrbrause"", ""Maße"": ""ca. B 5,5 x H 54 x T 25 cm"", ""Farben"": ""chrom, edelstahl""}",-27%,N/A,79.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/30a30cb6de559667898df50d84697dd0.jpeg""]}",Haushalt & Küche
LIVARNO home,"Servieraccessoires, aus hochwertigem Edelstahl","{""Art"": "": Pommes-Frites-Korb, Dip-Schale, Servierplatte"", ""Material"": "": Edelstahl""}",N/A,N/A,3.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcp9d825543d9ae44a3a709ec41d114089d.jpg"", ""https://www.lidl.de/assets/gcpb113308b2e2d4487add5b1b4fa578a80.jpg"", ""https://www.lidl.de/assets/gcp3e614d38e3eb438d85a48f4392f38a73.jpg"", ""https://www.lidl.de/assets/gcp9d825543d9ae44a3a709ec41d114089d.jpg"", ""https://www.lidl.de/assets/gcpb113308b2e2d4487add5b1b4fa578a80.jpg"", ""https://www.lidl.de/assets/gcp3e614d38e3eb438d85a48f4392f38a73.jpg"", ""https://www.lidl.de/assets/gcp9d825543d9ae44a3a709ec41d114089d.jpg"", ""https://www.lidl.de/assets/gcpb113308b2e2d4487add5b1b4fa578a80.jpg"", ""https://www.lidl.de/assets/gcp3e614d38e3eb438d85a48f4392f38a73.jpg""]}",Haushalt & Küche
Schütte,"Küchenarmatur »RIO«, 360° Schwenkbereich",N/A,-62%,N/A,52.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/c56f7e1dc661f3498f92af110a1dc0f9.jpeg"", ""https://www.lidl.de/assets/gcpb7a620cb3a544af59e19c7dfb7f61c90.jpeg"", ""https://www.lidl.de/assets/c56f7e1dc661f3498f92af110a1dc0f9.jpeg"", ""https://www.lidl.de/assets/gcpb7a620cb3a544af59e19c7dfb7f61c90.jpeg"", ""https://www.lidl.de/assets/c56f7e1dc661f3498f92af110a1dc0f9.jpeg"", ""https://www.lidl.de/assets/gcpb7a620cb3a544af59e19c7dfb7f61c90.jpeg""]}",Haushalt & Küche
Schütte,"Küchenarmatur »Cornwall«, mit schwenkbarem Auslauf (Kupfer-Hochglanz)","{""Ausführung"": ""Standarmatur"", ""Anschluss"": ""Hochdruck"", ""Einsatzbereich"": ""Küche""}",-37%,N/A,81.76,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/fa0d7d4a084ab5598b1f6bf53b70ed7f.jpeg"", ""https://www.lidl.de/assets/1fb207e119b0dc05c7adad2ba67a79fa.jpeg"", ""https://www.lidl.de/assets/930a843eaad0f65b48ce9cee9fc96df4.jpeg"", ""https://www.lidl.de/assets/fa0d7d4a084ab5598b1f6bf53b70ed7f.jpeg"", ""https://www.lidl.de/assets/1fb207e119b0dc05c7adad2ba67a79fa.jpeg"", ""https://www.lidl.de/assets/930a843eaad0f65b48ce9cee9fc96df4.jpeg"", ""https://www.lidl.de/assets/fa0d7d4a084ab5598b1f6bf53b70ed7f.jpeg"", ""https://www.lidl.de/assets/1fb207e119b0dc05c7adad2ba67a79fa.jpeg"", ""https://www.lidl.de/assets/930a843eaad0f65b48ce9cee9fc96df4.jpeg""]}",Haushalt & Küche
Wenko,"Wenko Herdabdeckplatte »Universal«, 2-teilig, für alle Herdarten, aus gehärtetem Glas","{""Maße"": ""ca. B 30 x H 1,8-4,5 x T 52 cm""}",-33%,N/A,23.36,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcpe516e82d9f1c477591f5f0d5ee19d619.jpeg""]}",Haushalt & Küche
LIVARNO home,"Küchenhelfer-Set, 7-teilig","{""Material"": "": Buche, Kunststoff, Silikon"", ""Spülmaschinengeeignet"": "": nein"", ""Temperaturbeständig"": "": bis max. 200°C""}",-13%,N/A,12.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcp3788efb8b9f144538fa81d0bd13de343.jpg"", ""https://www.lidl.de/assets/gcp66796a8308bf4acfaa84049c74748db0.jpg"", ""https://www.lidl.de/assets/gcpe3d2fe844fec410f9719bd52647245f2.jpg"", ""https://www.lidl.de/assets/gcp3788efb8b9f144538fa81d0bd13de343.jpg"", ""https://www.lidl.de/assets/gcp66796a8308bf4acfaa84049c74748db0.jpg"", ""https://www.lidl.de/assets/gcpe3d2fe844fec410f9719bd52647245f2.jpg"", ""https://www.lidl.de/assets/gcp3788efb8b9f144538fa81d0bd13de343.jpg"", ""https://www.lidl.de/assets/gcp66796a8308bf4acfaa84049c74748db0.jpg"", ""https://www.lidl.de/assets/gcpe3d2fe844fec410f9719bd52647245f2.jpg""]}",Haushalt & Küche
LIVARNO home,Küchenarmatur mit herausziehbarer Brause,"{""Art"": "": Einhebelarmatur"", ""Einsatzbereich"": "": Küche"", ""Farbe"": "": chrom""}",N/A,N/A,44.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcpbe9c9f7252314236a0cb0a7c386d4519.jpg"", ""https://www.lidl.de/assets/gcp13248503b34f42d6af06d77b0ee4a9c4.jpg"", ""https://www.lidl.de/assets/gcp566874e680f444eb8d4bac737c8f55e7.jpg"", ""https://www.lidl.de/assets/gcpbe9c9f7252314236a0cb0a7c386d4519.jpg"", ""https://www.lidl.de/assets/gcp13248503b34f42d6af06d77b0ee4a9c4.jpg"", ""https://www.lidl.de/assets/gcp566874e680f444eb8d4bac737c8f55e7.jpg"", ""https://www.lidl.de/assets/gcpbe9c9f7252314236a0cb0a7c386d4519.jpg"", ""https://www.lidl.de/assets/gcp13248503b34f42d6af06d77b0ee4a9c4.jpg"", ""https://www.lidl.de/assets/gcp566874e680f444eb8d4bac737c8f55e7.jpg""]}",Haushalt & Küche
Wenko,"Spülbeckenorganizer, 4 fach sortiert","{""Merkmale"": ""Ablagefläche für Spülschwämme"", ""Maße"": ""ca. 21 x 12,3 x 10,5 cm / 21,2 x 11,8 x 10,5 cm""}",-33%,N/A,11.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcp119e005ff2fc4538b4fa059d0cd47375.jpeg"", ""https://www.lidl.de/assets/gcpf10cfe765dcd40dc92435e4b528e5402.jpeg"", ""https://www.lidl.de/assets/gcpff3313f9de5a48c997736615ecff7ce2.jpeg"", ""https://www.lidl.de/assets/gcp119e005ff2fc4538b4fa059d0cd47375.jpeg"", ""https://www.lidl.de/assets/gcpf10cfe765dcd40dc92435e4b528e5402.jpeg"", ""https://www.lidl.de/assets/gcpff3313f9de5a48c997736615ecff7ce2.jpeg"", ""https://www.lidl.de/assets/gcp119e005ff2fc4538b4fa059d0cd47375.jpeg"", ""https://www.lidl.de/assets/gcpf10cfe765dcd40dc92435e4b528e5402.jpeg"", ""https://www.lidl.de/assets/gcpff3313f9de5a48c997736615ecff7ce2.jpeg""]}",Haushalt & Küche
ERNESTO®,Küchenhelfer,N/A,N/A,N/A,5.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcp590804eaeb3b49b89e083b40d2d327fe.jpeg"", ""https://www.lidl.de/assets/gcpe50d884fa2a14eb9b0f210be7b42d652.jpeg"", ""https://www.lidl.de/assets/gcpe3e22ad8ceaa42be8e1d4e6333d289ef.jpeg"", ""https://www.lidl.de/assets/gcp590804eaeb3b49b89e083b40d2d327fe.jpeg"", ""https://www.lidl.de/assets/gcpe50d884fa2a14eb9b0f210be7b42d652.jpeg"", ""https://www.lidl.de/assets/gcpe3e22ad8ceaa42be8e1d4e6333d289ef.jpeg"", ""https://www.lidl.de/assets/gcp590804eaeb3b49b89e083b40d2d327fe.jpeg"", ""https://www.lidl.de/assets/gcpe50d884fa2a14eb9b0f210be7b42d652.jpeg"", ""https://www.lidl.de/assets/gcpe3e22ad8ceaa42be8e1d4e6333d289ef.jpeg""]}",Haushalt & Küche
Eisl,"Küchenarmatur »CARNEO«, mit Geschirrbrause, wechselbarer Schlauch","{""Typ"": ""Einhebel Küchen-Armatur"", ""Kartsuche"": ""35 mm"", ""Farbe"": ""schwarz & grau""}",-27%,N/A,79.90,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/922fe62988b9fdf54eb57e84c72a8779.jpeg"", ""https://www.lidl.de/assets/f42640d3bb6eca2e4f657ec251d66539.jpeg"", ""https://www.lidl.de/assets/9b032ea070a1a025eeb8612bb2f4087c.jpeg"", ""https://www.lidl.de/assets/922fe62988b9fdf54eb57e84c72a8779.jpeg"", ""https://www.lidl.de/assets/f42640d3bb6eca2e4f657ec251d66539.jpeg"", ""https://www.lidl.de/assets/9b032ea070a1a025eeb8612bb2f4087c.jpeg"", ""https://www.lidl.de/assets/922fe62988b9fdf54eb57e84c72a8779.jpeg"", ""https://www.lidl.de/assets/f42640d3bb6eca2e4f657ec251d66539.jpeg"", ""https://www.lidl.de/assets/9b032ea070a1a025eeb8612bb2f4087c.jpeg""]}",Haushalt & Küche
Schütte,"Küchenarmatur »STILO« mit Geschirrbrause, ausziehbar","{""Strahlarten"": ""2"", ""Maße"": ""ca. B 5,5 x H 50,6 x T 24,3 cm""}",-36%,N/A,88.49,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/0d07bbd7e8e76176a11d30652e7752cd.jpeg"", ""https://www.lidl.de/assets/7764709ab1cf7b1e347b26afc52d22d9.jpeg"", ""https://www.lidl.de/assets/cc055ebf643c7e4d4e85506ac52feb81.jpeg"", ""https://www.lidl.de/assets/0d07bbd7e8e76176a11d30652e7752cd.jpeg"", ""https://www.lidl.de/assets/7764709ab1cf7b1e347b26afc52d22d9.jpeg"", ""https://www.lidl.de/assets/cc055ebf643c7e4d4e85506ac52feb81.jpeg"", ""https://www.lidl.de/assets/0d07bbd7e8e76176a11d30652e7752cd.jpeg"", ""https://www.lidl.de/assets/7764709ab1cf7b1e347b26afc52d22d9.jpeg"", ""https://www.lidl.de/assets/cc055ebf643c7e4d4e85506ac52feb81.jpeg""]}",Haushalt & Küche
LIVARNO home,Küchenhelfer,"{""Spülmaschinengeeignet"": ""ja""}",N/A,N/A,3.49,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcpb39b4d7c5fde4981a40c942b045844ec.jpg"", ""https://www.lidl.de/assets/gcp97fca030f2dd44d7843beae433241e8c.jpg"", ""https://www.lidl.de/assets/gcp7d29af6b5f5a4b089a6fd34dbc89b877.jpg"", ""https://www.lidl.de/assets/gcpb39b4d7c5fde4981a40c942b045844ec.jpg"", ""https://www.lidl.de/assets/gcp97fca030f2dd44d7843beae433241e8c.jpg"", ""https://www.lidl.de/assets/gcp7d29af6b5f5a4b089a6fd34dbc89b877.jpg"", ""https://www.lidl.de/assets/gcpb39b4d7c5fde4981a40c942b045844ec.jpg"", ""https://www.lidl.de/assets/gcp97fca030f2dd44d7843beae433241e8c.jpg"", ""https://www.lidl.de/assets/gcp7d29af6b5f5a4b089a6fd34dbc89b877.jpg""]}",Haushalt & Küche
ECHTWERK,"Küchenzubehör, aus Eisen",N/A,-51%,N/A,16.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/739940ad12a93f76825e5e6c65be0b68.jpeg""]}",Haushalt & Küche
LIVARNO home,Küchenarmatur mit herausziehbarer Brause,"{""Art"": "": Einhebelmischer"", ""Einsatzbereich"": "": Küche"", ""Farbe"": "": chrom, satiniert, schwarz""}",N/A,N/A,44.99,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcp4209f8402eba4e1f846f4d78e92a3465.jpg"", ""https://www.lidl.de/assets/gcp9d0aba45462a4681b29640fd35b86436.jpg"", ""https://www.lidl.de/assets/gcp4f2c734dfbdb49ea91830eba44e823fe.jpg"", ""https://www.lidl.de/assets/gcp4209f8402eba4e1f846f4d78e92a3465.jpg"", ""https://www.lidl.de/assets/gcp9d0aba45462a4681b29640fd35b86436.jpg"", ""https://www.lidl.de/assets/gcp4f2c734dfbdb49ea91830eba44e823fe.jpg"", ""https://www.lidl.de/assets/gcp4209f8402eba4e1f846f4d78e92a3465.jpg"", ""https://www.lidl.de/assets/gcp9d0aba45462a4681b29640fd35b86436.jpg"", ""https://www.lidl.de/assets/gcp4f2c734dfbdb49ea91830eba44e823fe.jpg""]}",Haushalt & Küche
ECHTWERK,Küchenhelfer Set,"{""Spülmaschinengeeignet"": "": Handwäsche empfohlen"", ""Lebensmittelecht"": "": ja""}",-49%,N/A,27.66,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcp438bcba28b7f42698d3d6b3674f332c4.jpeg""]}",Haushalt & Küche
Eisl,"Küchenarmatur »FLEXO«, Wasserhahn Küche für Unterfenster-Montage","{""Merkmale"": ""360 ° Schwenkbereich"", ""Material"": ""Messing verchromt"", ""Maße"": ""ca. B 5,0 x H 35,5 x T 23,2 cm""}",-19%,N/A,80.97,2025-04-14 12:07:02,"{""images"": [""https://www.lidl.de/assets/gcpc1a2106fb9934ab5b6aa446776d2c191.jpeg"", ""https://www.lidl.de/assets/gcpdd34671d46634876a9ae63687f24ac90.jpeg"", ""https://www.lidl.de/assets/gcpfd19e7ec9a53470498b6b7007915f46c.jpeg"", ""https://www.lidl.de/assets/gcpc1a2106fb9934ab5b6aa446776d2c191.jpeg"", ""https://www.lidl.de/assets/gcpdd34671d46634876a9ae63687f24ac90.jpeg"", ""https://www.lidl.de/assets/gcpfd19e7ec9a53470498b6b7007915f46c.jpeg"", ""https://www.lidl.de/assets/gcpc1a2106fb9934ab5b6aa446776d2c191.jpeg"", ""https://www.lidl.de/assets/gcpdd34671d46634876a9ae63687f24ac90.jpeg"", ""https://www.lidl.de/assets/gcpfd19e7ec9a53470498b6b7007915f46c.jpeg""]}",Haushalt & Küche
LIVARNO home,"Küchenhelfer, aus Kunststoff und Zinklegierung","{""Material"": ""Kunststoff, Zinklegierung""}",N/A,N/A,4.99,2025-04-14 12:07:03,"{""images"": [""https://www.lidl.de/assets/gcpa6ce7a6b471c46deaa3c1cd3f388bc82.jpg"", ""https://www.lidl.de/assets/gcpac96e8be5ef34bf49c078e924f90d697.jpg"", ""https://www.lidl.de/assets/gcp5e0253a965a349f7afafabcf6155a4f9.jpg"", ""https://www.lidl.de/assets/gcpa6ce7a6b471c46deaa3c1cd3f388bc82.jpg"", ""https://www.lidl.de/assets/gcpac96e8be5ef34bf49c078e924f90d697.jpg"", ""https://www.lidl.de/assets/gcp5e0253a965a349f7afafabcf6155a4f9.jpg"", ""https://www.lidl.de/assets/gcpa6ce7a6b471c46deaa3c1cd3f388bc82.jpg"", ""https://www.lidl.de/assets/gcpac96e8be5ef34bf49c078e924f90d697.jpg"", ""https://www.lidl.de/assets/gcp5e0253a965a349f7afafabcf6155a4f9.jpg""]}",Haushalt & Küche
Duschwell,"Küchenarmatur »Albedo«, mit Markenluftsprudler",N/A,-24%,N/A,59.99,2025-04-14 12:07:03,"{""images"": [""https://www.lidl.de/assets/bae443879eecf1f756ecb75c03a7f808.jpeg"", ""https://www.lidl.de/assets/db683164a60038d95c7afbb9ab95762c.jpeg"", ""https://www.lidl.de/assets/e023f7b2a488fc3fcc4cbb009dca79a0.jpeg"", ""https://www.lidl.de/assets/bae443879eecf1f756ecb75c03a7f808.jpeg"", ""https://www.lidl.de/assets/db683164a60038d95c7afbb9ab95762c.jpeg"", ""https://www.lidl.de/assets/e023f7b2a488fc3fcc4cbb009dca79a0.jpeg"", ""https://www.lidl.de/assets/bae443879eecf1f756ecb75c03a7f808.jpeg"", ""https://www.lidl.de/assets/db683164a60038d95c7afbb9ab95762c.jpeg"", ""https://www.lidl.de/assets/e023f7b2a488fc3fcc4cbb009dca79a0.jpeg""]}",Haushalt & Küche
VCM,"Küche »Esilo«, im modernen Stil","{""Merkmal"": ""miteinander kombinierbar""}",-74%,N/A,10.04,2025-04-14 12:07:03,"{""images"": [""https://www.lidl.de/assets/gcp7e9aa3856eed4d58bcd8b9777618398e.jpeg""]}",Haushalt & Küche
Eisl,"Küchenarmatur »SPEED«, mit 360° Schwenkbereich","{""Merkmale"": ""mit"", ""Material"": ""Messing""}",-31%,N/A,34.39,2025-04-14 12:07:03,"{""images"": [""https://www.lidl.de/assets/fd0b5bf9b085261b9e2113f171767796.jpeg"", ""https://www.lidl.de/assets/gcp1e130866e38b4e10b12ac2fb404e175d.jpeg"", ""https://www.lidl.de/assets/gcp404945743bd04678b2dac9dc27594d1a.jpeg"", ""https://www.lidl.de/assets/fd0b5bf9b085261b9e2113f171767796.jpeg"", ""https://www.lidl.de/assets/gcp1e130866e38b4e10b12ac2fb404e175d.jpeg"", ""https://www.lidl.de/assets/gcp404945743bd04678b2dac9dc27594d1a.jpeg"", ""https://www.lidl.de/assets/fd0b5bf9b085261b9e2113f171767796.jpeg"", ""https://www.lidl.de/assets/gcp1e130866e38b4e10b12ac2fb404e175d.jpeg"", ""https://www.lidl.de/assets/gcp404945743bd04678b2dac9dc27594d1a.jpeg""]}",Haushalt & Küche
